x,y
0.0,0.08668078744532076
0.04522613065326633,0.39539118421614877
0.09045226130653267,-0.6232768364220751
0.135678391959799,-0.16121218665475318
0.18090452261306533,0.36201033101856533
0.22613065326633167,0.8130004852213978
0.271356783919598,-0.10489388283572211
0.31658291457286436,0.3163170545063174
0.36180904522613067,-0.5879758110642808
0.40703517587939697,0.01103090089163318
0.45226130653266333,-0.0018592559924880125
0.4974874371859297,-0.04852745229292443
0.542713567839196,0.12809012948732562
0.5879396984924623,0.02466494563477986
0.6331658291457287,0.5069339783345514
0.678391959798995,-0.40341555134792517
0.7236180904522613,0.829538457190386
0.7688442211055276,-0.017469258129650722
0.8140703517587939,0.9257942431911781
0.8592964824120604,0.9772747061950972
0.9045226130653267,1.1975307344613844
0.949748743718593,0.6570001422422309
0.9949748743718594,0.4617921094478557
1.0402010050251256,0.49815494788237835
1.085427135678392,0.9840328636112042
1.1306532663316584,0.6336426065535324
1.1758793969849246,0.6737185862374044
1.221105527638191,0.9027325364089128
1.2663316582914574,0.2072243985968627
1.3115577889447236,0.16646960631952923
1.35678391959799,1.096984358079129
1.4020100502512562,0.9846672991095987
1.4472361809045227,1.2239300859334372
1.492462311557789,1.3662704729992647
1.5376884422110553,0.8695573774993861
1.5829145728643217,1.0128268492645605
1.6281407035175879,1.4386818223383515
1.6733668341708543,0.8793650806951723
1.7185929648241207,1.398258861062229
1.763819095477387,1.0654067912880807
1.8090452261306533,0.9457735455699088
1.8542713567839197,0.9300040321996068
1.899497487437186,1.1139024539573048
1.9447236180904524,0.9144873120392534
1.9899497487437188,0.7333243398652172
2.035175879396985,1.3484169479350872
2.080402010050251,1.0893917445256915
2.1256281407035176,0.5875093693643287
2.170854271356784,0.8088074853851122
2.2160804020100504,0.8134697226920327
2.261306532663317,0.4003955413121649
2.306532663316583,0.1341752822445882
2.351758793969849,-0.18022956154185904
2.3969849246231156,0.1257778467772821
2.442211055276382,-0.23159246656120147
2.4874371859296485,-0.029025252558156495
2.532663316582915,-0.39271895014861447
2.577889447236181,-0.4081310974325395
2.6231155778894473,-0.02782957315826734
2.6683417085427137,-0.29095396347437097
2.71356783919598,-0.3369039950289534
2.7587939698492465,-0.5108866368920524
2.8040201005025125,-0.5794825039258025
2.849246231155779,-0.1568139931813528
2.8944723618090453,-0.47361748570682327
2.9396984924623117,-0.6230727613908847
2.984924623115578,-0.5668366322178713
3.030150753768844,-0.33007788457394344
3.0753768844221105,-0.4890677340154518
3.120603015075377,-0.5821215029259056
3.1658291457286434,0.2325769294622393
3.21105527638191,-0.2952496378946399
3.2562814070351758,0.10704177902062842
3.301507537688442,-0.28164159714444525
3.3467336683417086,0.25903358188769854
3.391959798994975,0.51390871780957
3.4371859296482414,0.49439039245484506
3.482412060301508,0.13254267950948767
3.527638190954774,0.7531104181215057
3.5728643216080402,1.1150189962138763
3.6180904522613067,1.0907268328169308
3.663316582914573,0.3541828124533516
3.7085427135678395,1.1759513486759023
3.7537688442211055,0.723445669657731
3.798994974874372,1.0154932316302252
3.8442211055276383,1.347743472294903
3.8894472361809047,1.0744111417301287
3.934673366834171,0.7485664323417317
3.9798994974874375,0.23665349551900683
4.025125628140704,-0.24557156662246699
4.07035175879397,-0.6177517569021256
